Player,Total_Titles,Total_Titles_Text,GS,GS_Text,ATP1000,ATP Finale,Olympics,ATP1000+Finale,ATP1000+Finale_Text,WR,W,Matches
John Mcgahon,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Raimonds Sproga,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.14285714285714285,1,7
Masashi Tokumaru,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Shahab Hassani Nafez,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5384615384615384,7,13
Michal Chmela,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5294117647058824,18,34
Rodolfo Varela,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,3
Muhammad Khaliq Siddiq,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5882352941176471,10,17
Chris Mahony,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6666666666666666,2,3
Rudiger Haas,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.25,2,8
Tom Mercer,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2857142857142857,4,14
Hugo Chapacu,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3,6,20
Marco Armellini,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5714285714285714,4,7
Noel Phillips,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.32,8,25
Felipe Martinez Sarrasague,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,17,51
Alexander Ovcharov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.27450980392156865,14,51
Robert Constantinovici,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2549019607843137,13,51
Hunter Reese,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.27450980392156865,14,51
Andras Szikszay,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.42592592592592593,23,54
Tut Bartzen,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.7518248175182481,103,137
Edward Bourchier,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.4117647058823529,21,51
Luis Augusto Garcia,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.47058823529411764,24,51
Ali El Alaoui,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,2
Pekka Saila,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.32653061224489793,16,49
Mark Gurr,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.25,1,4
John Chris Lewis,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,4,12
Hernan Chousa,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.25,1,4
Zhuoyang Qiu,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.19607843137254902,10,51
He Feng,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.17647058823529413,9,51
Dane Webb,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.34782608695652173,16,46
Isade Juneau,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.23529411764705882,12,51
Rifat Biktyakov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3076923076923077,16,52
Jean Michel Durango,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.4,2,5
Keita Koyama,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3877551020408163,19,49
Kaes Vant Hof,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.16666666666666666,1,6
Devin Mullings,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.391304347826087,9,23
Minh Quan Do,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3076923076923077,8,26
Renaud Thys,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5454545454545454,6,11
Thomas Schoeck,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6666666666666666,2,3
Alex Satschko,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.21568627450980393,11,51
Pablo Garcia Gaitan,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Martin Peyrot,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Cory Guy,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,1,3
Andrea Ciceroni,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5,1,2
Jing Zhu Yang,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,1,3
Tanakorn Srichaphan,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5365853658536586,22,41
Tasos Bavelas,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.43243243243243246,16,37
Alex Stepanek,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.18181818181818182,2,11
Sergio Callejon Hernando,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.39285714285714285,11,28
Pavle Marinkov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.35714285714285715,10,28
Jan Hrazdil,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3548387096774194,11,31
Taym Al Azmeh,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,9,27
Robin Catry,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.52,13,25
Niccolo Ciavarella,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.16666666666666666,5,30
Stefan Adrian Andreescu,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.25925925925925924,7,27
Niccolo Baroni,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.36666666666666664,11,30
Artur Kukasian,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.42857142857142855,12,28
Nishesh Basavareddy,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6206896551724138,18,29
Hayden Jones,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3076923076923077,8,26
Nico Hornitschek,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2692307692307692,7,26
Giacomo Revelli,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.28,7,25
Jan Sebesta,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2,5,25
Nino Ehrenschneider,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.52,13,25
Ondrej Horak,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.28,7,25
Jonas Schaer,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.24,6,25
Lorenzo Bresciani,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.4166666666666667,10,24
Bekkhan Atlangeriev,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.28,7,25
Joshua Charlton,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.34615384615384615,9,26
Dhakshineswar Suresh,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.36,9,25
Danny Thomas,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.34,17,50
Amaury Delmas,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.22,11,50
Oscar Gabriel Ortiz,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.12,3,25
Cameron Green,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3,15,50
Robin Thour,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,8,24
Victor Ouvrard,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2857142857142857,14,49
Ivan Krivic,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2708333333333333,13,48
Karim Kadry,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2,10,50
Fatih Taha Erun,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.1,5,50
Julian Coni,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.41509433962264153,22,53
Robin Sanders,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.4807692307692308,25,52
Jeremy Efferding,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.4090909090909091,18,44
Tom Karp,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.34,17,50
Dario Acosta,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.125,3,24
Silvio Moine,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.16666666666666666,1,6
Juan Ignacio Muntanola,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5,2,4
Jean Paul Meyer,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3409090909090909,15,44
Tony Hammond,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3111111111111111,14,45
Pedro Pablo Ruiz,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.28,14,50
Dor Belfer,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2,10,50
Andrei Savulescu,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.375,3,8
Krishananth Balakrishnan,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,2
Matthias Wolf,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5,2,4
Artur Romanowski,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,4
Evan Oneil,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,2
Davor Grgic,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5,5,10
Ben Mathias,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Marc Silva,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5,2,4
Matteo Cornali,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Ernane Melo,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,4
Darren Patten,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,2,6
Bent Ove Pedersen,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6296296296296297,17,27
David Macpherson,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,14
Jason Goodall,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,5
Scott Carnahan,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.1590909090909091,7,44
Peter Cawthorn,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.7164179104477612,48,67
Mattia Frinzi,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.32653061224489793,16,49
Fritz Sehmrau,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.4915254237288136,29,59
Nino Portales,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.24489795918367346,12,49
Jolan Cailleau,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.4489795918367347,22,49
Remy Chala,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2857142857142857,14,49
David Simunek,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2857142857142857,14,49
Punn Bodhidatta,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.1875,9,48
Gary Baulch,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,17,51
Geoff Knox,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.42,21,50
Tal Harel Ben Simon,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,1,3
Xiao Gong,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2857142857142857,14,49
Alin Mihai Constantin,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.16666666666666666,2,12
Stefano Vukov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,6
Jing Yi Li,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,1,3
Thierry Bernasconi,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,13,39
Tertius Reynders,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Shigefusa Kanroji,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,1,3
John Marinov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,2
Guilherme Hadlich,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.32653061224489793,16,49
Nutthanon Kadchapanan,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2653061224489796,13,49
Artem Ilyushin,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Bart Brons,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Tristan Farron Mahon,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.16666666666666666,1,6
Koki Matsunaga,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,4
Bojan Szumanski,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,16,48
Mikael Ekman,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5,1,2
Sergio Bruni,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,5
Justin Diao Natale,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,4
Travis Parrott,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2727272727272727,3,11
Nuno Matias,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,4
Ulrich Seetzen,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.4,2,5
Ricardo Diniz,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2,1,5
Marcelo Manola,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Min Kyu Han,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Tomislav Prpic,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Yoshinobu Tanaka,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Robert Angelo,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3,3,10
Clinton Ferreira,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5,4,8
John Mccurdy,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2608695652173913,6,23
Sadiq Abdullahi,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.375,3,8
Martin Robinson,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2653061224489796,13,49
David Imonitie,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2222222222222222,2,9
Rand Evett,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2857142857142857,6,21
Frank Puncec,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,9
Mees Rottgering,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5714285714285714,16,28
Mae Malige,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.4375,14,32
Andrin Casanova,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.23333333333333334,7,30
Alejandro Turriziani Alvarez,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2962962962962963,8,27
Elijah Strode,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,9,27
Karim Ibrahim,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.18518518518518517,5,27
Matt Ponchet,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.12,3,25
Jakub Kroslak,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.25,6,24
Aleksa Pisaric,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.17857142857142858,5,28
Raffael Schaer,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.11764705882352941,2,17
Andrea Fiorentini,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.08333333333333333,2,24
Kristof Minarik,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.25,6,24
Niklas Waldner,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2,6,30
Carles Hernandez,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.20833333333333334,5,24
Sam Ryan Ziegann,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.24,6,25
Matthew Segura,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2962962962962963,8,27
Jack Gibbens,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.21739130434782608,5,23
James Davis,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2916666666666667,7,24
Lisandru Rodriguez,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,8,24
Nicolas Uryson,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2916666666666667,14,48
Hugo Daubias,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,16,48
Victor Poncelet,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2916666666666667,14,48
Miguel Garcia,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.22727272727272727,5,22
Igor Sobolta,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2916666666666667,14,48
Amirvala Madanchi,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.25,12,48
Sizya Ernest Kivanda,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.09523809523809523,2,21
Stefan Merunka,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.125,6,48
James Junior Storme,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.20833333333333334,10,48
Denis Kapric,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.20833333333333334,10,48
Antonio Zucca,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,16,48
Ramsey Earnhart,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5294117647058824,27,51
Ivan Stelko,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.4444444444444444,4,9
Andrei Cociasu,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2608695652173913,12,46
Tico Carrero,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3541666666666667,17,48
Christian Duxin,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3,15,50
Tommaso Cafferata,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,4
Leif Johansson,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.45,18,40
Keith Hancock,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.45,18,40
Bertrand Lacombe,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.16666666666666666,2,12
Neeraj Elangovan,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.16666666666666666,8,48
Lucas Zweili,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.29545454545454547,13,44
Marious Zelba,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2553191489361702,12,47
Serguei Tarasevitch,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,5
Joel Kerley,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2857142857142857,4,14
Mohammed Fetov,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.5,1,2
Igor Racic,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.14285714285714285,1,7
Dave Lingman,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,2
Christian Straka,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2,1,5
Patrick Schnidrig,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Stephan Grebe,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.6666666666666666,2,3
Novak Nash,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2,1,5
Cosmin Reti,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Thomas Thieulot,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,1
Juan Carlos Bianchi,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.4444444444444444,8,18
Chris Munnerlyn,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3333333333333333,1,3
Denis Langaskens,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.75,6,8
Damir Buljevic,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.25,1,4
Johan Vekemans,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.0,0,2
Laurie Warder,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.23809523809523808,5,21
Mike Shore,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.2857142857142857,4,14
Alexander Lebedev,0,0 + 0 + 0 + 0,0,0 + 0 + 0 + 0,0,0,0,0,0 + 0,0.3617021276595745,17,47
